movie_id,title,genre,release_date,rating,studio,runtime_minutes,budget,domestic_gross,international_gross,total_gross,imdb_rating,tickets_sold,tickets_available,release_year,release_month,profit,roi,budget_category,performance
25,Fast and Furious 6,Action,2013-05-24,PG-13,Universal Pictures,109,160000000,238679850,550620594,789300444,7.1,25124195,0,2013,5,629300444,393.31,Blockbuster,Major Success
26,X-Men: First Class,Action,2011-06-03,PG-13,20th Century Fox,132,160000000,146408305,209000000,355408305,7.8,15411401,0,2011,6,195408305,122.13,Blockbuster,Major Success
27,The Curious Case of Benjamin Button,Drama,2008-12-25,PG-13,Paramount,166,160000000,127509326,202122632,329631958,7.8,13422034,0,2008,12,169631958,106.02,Blockbuster,Major Success
28,The Sorcerer's Apprentice,Adventure,2010-07-14,PG,Walt Disney,109,160000000,63150991,154835329,217986320,6.1,6647473,0,2010,7,57986320,36.24,Blockbuster,Major Success
29,Poseidon,Adventure,2006-05-12,PG-13,Warner Bros,98,160000000,60674817,121000000,181674817,5.6,6386823,0,2006,5,21674817,13.55,Blockbuster,Profit
30,Warcraft,Action,2016-06-10,PG-13,Universal Pictures,123,160000000,47225655,378321456,425547111,7.3,4971122,0,2016,6,265547111,165.97,Blockbuster,Major Success
31,Aquaman,Action,2018-12-21,PG-13,Warner Bros,109,160000000,0,0,0,6.9,0,0,2018,12,-160000000,-100.0,Blockbuster,Major Loss
32,Deepwater Horizon,Drama,2016-09-30,PG-13,Lionsgate,114,156000000,61433527,61197779,122631306,,6466687,0,2016,9,-33368694,-21.39,Blockbuster,Major Loss
33,Terminator: Genisys,Action,2015-07-01,PG-13,Paramount,126,155000000,89760956,342389938,432150894,6.6,9448522,0,2015,7,277150894,178.81,Blockbuster,Major Success
34,Pacific Rim: Uprising,Action,2018-03-23,PG-13,Universal Pictures,109,155000000,59185715,231055623,290241338,,6230075,0,2018,3,135241338,87.25,Blockbuster,Major Success
35,Alexander,Action,2004-11-24,R,Warner Bros,206,155000000,34297191,133000000,167297191,5.5,3610231,0,2004,11,12297191,7.93,Blockbuster,Profit
36,War for the Planet of the Apes,Action,2017-07-14,PG-13,20th Century Fox,109,152000000,146880162,342712105,489592267,7.4,15461070,0,2017,7,337592267,222.1,Blockbuster,Major Success
37,Pearl Harbor,Action,2001-05-25,PG-13,Walt Disney,184,151500000,198539855,250700000,449239855,6.1,20898932,0,2001,5,297739855,196.53,Blockbuster,Major Success
38,Transformers,Action,2007-07-02,PG-13,Paramount,144,151000000,319246193,389026399,708272592,7.1,33604862,0,2007,7,557272592,369.05,Blockbuster,Major Success
39,Wonder Woman,Action,2017-06-02,PG-13,Warner Bros,109,150000000,412563408,408569970,821133378,7.4,43427727,0,2017,6,671133378,447.42,Blockbuster,Major Success
40,Zootopia,Adventure,2016-03-04,PG,Walt Disney,97,150000000,341268248,678438346,1019706594,8.0,35922973,0,2016,3,869706594,579.8,Blockbuster,Major Success
41,Harry Potter and the Goblet of Fire,Adventure,2005-11-18,PG-13,Warner Bros,157,150000000,290013036,606898042,896911078,7.6,30527688,0,2005,11,746911078,497.94,Blockbuster,Major Success
42,The Matrix Reloaded,Action,2003-05-15,R,Warner Bros,138,150000000,281553689,457023240,738576929,7.2,29637230,0,2003,5,588576929,392.38,Blockbuster,Major Success
43,I am Legend,Horror,2007-12-14,PG-13,Warner Bros,104,150000000,256393010,329139674,585532684,7.2,26988738,0,2007,12,435532684,290.36,Blockbuster,Major Success
44,Hancock,Action,2008-07-01,PG-13,Sony Pictures,102,150000000,227946274,396287998,624234272,6.4,23994345,0,2008,7,474234272,316.16,Blockbuster,Major Success
45,Charlie and the Chocolate Factory,Adventure,2005-07-15,PG,Warner Bros,115,150000000,206459076,269366408,475825484,6.7,21732534,0,2005,7,325825484,217.22,Blockbuster,Major Success
46,Ratatouille,Adventure,2007-06-29,G,Walt Disney,111,150000000,206445654,420104041,626549695,8.0,21731121,0,2007,6,476549695,317.7,Blockbuster,Major Success
47,Thor: The Dark World,Action,2013-11-08,PG-13,Walt Disney,112,150000000,206362140,438240376,644602516,7.1,21722331,0,2013,11,494602516,329.74,Blockbuster,Major Success
48,Batman Begins,Action,2005-06-15,PG-13,Warner Bros,128,150000000,205343774,153798948,359142722,8.3,21615134,0,2005,6,209142722,139.43,Blockbuster,Major Success
49,Mission: Impossible—Rogue Nation,Action,2015-07-31,PG-13,Paramount,131,150000000,195042377,494345986,689388363,7.4,20530777,0,2015,7,539388363,359.59,Blockbuster,Major Success
50,Dunkirk,Action,2017-07-21,PG-13,Warner Bros,109,150000000,190068280,309832580,499900860,7.8,20007187,0,2017,7,349900860,233.27,Blockbuster,Major Success
51,Thor,Action,2011-05-06,PG-13,Paramount,115,150000000,181030624,268295994,449326618,7.0,19055855,0,2011,5,299326618,199.55,Blockbuster,Major Success
52,Madagascar: Escape 2 Africa,Adventure,2008-11-07,PG,Paramount,89,150000000,180174880,419505894,599680774,6.7,18965777,0,2008,11,449680774,299.79,Blockbuster,Major Success
53,X-Men Origins: Wolverine,Action,2009-05-01,PG-13,20th Century Fox,119,150000000,179883157,194942603,374825760,6.7,18935069,0,2009,5,224825760,149.88,Blockbuster,Major Success
54,Kung Fu Panda 2,Adventure,2011-05-26,PG,Paramount,90,150000000,165249063,499588484,664837547,7.3,17394638,0,2011,5,514837547,343.23,Blockbuster,Major Success
55,Mad Max: Fury Road,Action,2015-05-15,R,Warner Bros,120,150000000,153636354,217015379,370651733,8.1,16172248,0,2015,5,220651733,147.1,Blockbuster,Major Success
56,The Meg,Action,2018-08-10,PG-13,Warner Bros,109,150000000,142700791,384400000,527100791,,15021136,0,2018,8,377100791,251.4,Blockbuster,Major Success
57,The Matrix Revolutions,Action,2003-11-05,R,Warner Bros,129,150000000,139270910,288029350,427300260,6.7,14660096,0,2003,11,277300260,184.87,Blockbuster,Major Success
58,Ready Player One,Adventure,2018-03-29,PG-13,Warner Bros,97,150000000,137018455,441603274,578621729,7.4,14422995,0,2018,3,428621729,285.75,Blockbuster,Major Success
59,Mission: Impossible III,Action,2006-05-05,PG-13,Paramount,124,150000000,133501348,264000000,397501348,6.9,14052773,0,2006,5,247501348,165.0,Blockbuster,Major Success
60,Troy,Action,2004-05-14,R,Warner Bros,196,150000000,133298577,350862688,484161265,7.2,14031429,0,2004,5,334161265,222.77,Blockbuster,Major Success
61,The Last Airbender,Adventure,2010-07-01,PG,Paramount,103,150000000,131772187,187941694,319713881,4.2,13870757,0,2010,7,169713881,113.14,Blockbuster,Major Success
62,Bee Movie,Adventure,2007-11-02,PG,Paramount,91,150000000,126631277,160963300,287594577,6.2,13329608,0,2007,11,137594577,91.73,Blockbuster,Major Success
63,G-Force,Adventure,2009-07-24,PG,Walt Disney,88,150000000,119436770,173381071,292817841,5.1,12572292,0,2009,7,142817841,95.21,Blockbuster,Major Success
64,Bolt,Adventure,2008-11-21,PG,Walt Disney,96,150000000,114053579,213961450,328015029,6.9,12005640,0,2008,11,178015029,118.68,Blockbuster,Major Success
65,Wrath of the Titans,Adventure,2012-03-30,PG-13,Warner Bros,99,150000000,83670083,221600000,305270083,5.8,8807377,0,2012,3,155270083,103.51,Blockbuster,Major Success
66,Beowulf,Adventure,2007-11-16,PG-13,Paramount,115,150000000,82280579,112800000,195080579,6.3,8661114,0,2007,11,45080579,30.05,Blockbuster,Profit
67,The Wolfman,Horror,2010-02-12,R,Universal Pictures,119,150000000,62189884,80444474,142634358,5.8,6546304,0,2010,2,-7365642,-4.91,Blockbuster,Loss
68,The Great Wall,Action,2017-02-17,PG-13,Universal Pictures,109,150000000,45157105,289393001,334550106,,4753379,0,2017,2,184550106,123.03,Blockbuster,Major Success
69,Pan,Adventure,2015-10-09,PG,Warner Bros,111,150000000,35088320,116455315,151543635,5.8,3693507,0,2015,10,1543635,1.03,Blockbuster,Profit
70,Mars Needs Moms,Adventure,2011-03-11,PG,Walt Disney,88,150000000,21392758,18157000,39549758,5.4,2251869,0,2011,3,-110450242,-73.63,Blockbuster,Major Loss
71,Flushed Away,Adventure,2006-11-03,PG,Paramount,85,149000000,64665672,114691454,179357126,6.7,6806913,0,2006,11,30357126,20.37,Blockbuster,Profit
72,Madagascar 3: Europe's Most Wanted,Adventure,2012-06-08,PG,Paramount,93,145000000,216391482,530529789,746921271,6.9,22778051,0,2012,6,601921271,415.12,Blockbuster,Major Success
73,How to Train Your Dragon 2,Adventure,2014-06-13,PG,20th Century Fox,102,145000000,177002924,437583346,614586270,7.9,18631887,0,2014,6,469586270,323.85,Blockbuster,Major Success
74,Tarzan,Adventure,1999-06-16,G,Walt Disney,97,145000000,171091819,277100000,448191819,7.3,18009665,0,1999,6,303191819,209.1,Blockbuster,Major Success
75,Mr. Peabody & Sherman,Adventure,2014-03-07,PG,20th Century Fox,92,145000000,111506430,158300000,269806430,6.9,11737519,0,2014,3,124806430,86.07,Blockbuster,Major Success
76,Rise of the Guardians,Adventure,2012-11-21,PG,Paramount,97,145000000,103412758,203488144,306900902,7.3,10885553,0,2012,11,161900902,111.66,Blockbuster,Major Success
77,Die Another Day,Action,2002-11-22,PG-13,MGM,133,142000000,160942139,271000000,431942139,6.1,16941278,0,2002,11,289942139,204.18,Blockbuster,Major Success
78,Star Trek,Adventure,2009-05-08,PG-13,Paramount,127,140000000,257730019,127950427,385680446,8.0,27129476,0,2009,5,245680446,175.49,Blockbuster,Major Success
79,Armageddon,Adventure,1998-07-01,PG-13,Walt Disney,153,140000000,201578182,353021818,554600000,6.6,21218756,0,1998,7,414600000,296.14,Blockbuster,Major Success
80,Men in Black 2,Action,2002-07-03,PG-13,Sony Pictures,88,140000000,190418803,251349000,441767803,6.1,20044085,0,2002,7,301767803,215.55,Blockbuster,Major Success
81,Captain America: The First Avenger,Action,2011-07-22,PG-13,Paramount,124,140000000,176654505,193915271,370569776,6.9,18595211,0,2011,7,230569776,164.69,Blockbuster,Major Success
82,Kung Fu Panda 3,Adventure,2016-01-29,PG,20th Century Fox,95,140000000,143528619,374890132,518418751,7.2,15108276,0,2016,1,378418751,270.3,Blockbuster,Major Success
83,Lethal Weapon 4,Action,1998-07-10,R,Warner Bros,127,140000000,130444603,154955397,285400000,6.6,13731011,0,1998,7,145400000,103.86,Blockbuster,Major Success
84,G.I. Joe: Retaliation,Action,2013-03-27,PG-13,Paramount,122,140000000,122523060,253217645,375740705,5.8,12897164,0,2013,3,235740705,168.39,Blockbuster,Major Success
85,The Last Samurai,Action,2003-12-05,R,Warner Bros,154,140000000,111110575,345700000,456810575,7.7,11695850,0,2003,12,316810575,226.29,Blockbuster,Major Success
86,Fun With Dick And Jane,Comedy,2005-12-21,PG-13,Sony Pictures,90,140000000,110550000,92468919,203018919,6.1,11636842,0,2005,12,63018919,45.01,Blockbuster,Major Success
87,Exodus: Gods and Kings,Drama,2014-12-12,PG-13,20th Century Fox,150,140000000,65014513,203300000,268314513,6.1,6843633,0,2014,12,128314513,91.65,Blockbuster,Major Success
88,The BFG,Adventure,2016-07-01,PG,Walt Disney,117,140000000,55483770,144192485,199676255,6.8,5840397,0,2016,7,59676255,42.63,Blockbuster,Major Success
89,Gods of Egypt,Adventure,2016-02-26,PG-13,Lionsgate,126,140000000,31153464,107434099,138587563,5.5,3279312,0,2016,2,-1412437,-1.01,Blockbuster,Loss
90,Spider-Man,Adventure,2002-05-03,PG-13,Sony Pictures,121,139000000,403706375,418000000,821706375,7.3,42495408,0,2002,5,682706375,491.16,Blockbuster,Major Success
91,Watchmen,Action,2009-03-06,R,Warner Bros,215,138000000,107509799,79466451,186976250,7.7,11316821,0,2009,3,48976250,35.49,Blockbuster,Profit
92,Stealth,Action,2005-07-29,PG-13,Sony Pictures,121,138000000,32116746,44300000,76416746,5.0,3380710,0,2005,7,-61583254,-44.63,Blockbuster,Major Loss
93,The Incredible Hulk,Adventure,2008-06-13,PG-13,Universal Pictures,135,137500000,134806913,130766946,265573859,6.8,14190201,0,2008,6,128073859,93.14,Blockbuster,Major Success
94,Hulk,Action,2003-06-20,PG-13,Universal Pictures,138,137000000,132177234,112898200,245075434,5.7,13913393,0,2003,6,108075434,78.89,Blockbuster,Major Success
95,Final Fantasy: The Spirits Within,Adventure,2001-07-11,PG-13,Sony Pictures,106,137000000,32131830,53000000,85131830,6.4,3382298,0,2001,7,-51868170,-37.86,Blockbuster,Major Loss
96,The Croods,Adventure,2013-03-22,PG,20th Century Fox,98,135000000,187168425,385900000,573068425,7.3,19701939,0,2013,3,438068425,324.5,Blockbuster,Major Success
97,The Revenant,Adventure,2015-12-25,R,20th Century Fox,156,135000000,183637894,349312609,532950503,8.1,19330305,0,2015,12,397950503,294.78,Blockbuster,Major Success
98,The World is Not Enough,Action,1999-11-19,PG-13,MGM,128,135000000,126930660,234800000,361730660,6.4,13361122,0,1999,11,226730660,167.95,Blockbuster,Major Success
99,Rango,Adventure,2011-03-04,PG,Paramount,107,135000000,123477607,122246993,245724600,7.2,12997643,0,2011,3,110724600,82.02,Blockbuster,Major Success
100,Turbo,Adventure,2013-07-17,PG,20th Century Fox,96,135000000,83028130,203868448,286896578,6.5,8739803,0,2013,7,151896578,112.52,Blockbuster,Major Success
101,Happy Feet Two,Adventure,2011-11-18,PG,Warner Bros,97,135000000,64006466,93950000,157956466,,6737523,0,2011,11,22956466,17.0,Blockbuster,Profit
102,Miami Vice,Action,2006-07-28,R,Universal Pictures,70,135000000,63478838,100339718,163818556,7.5,6681983,0,2006,7,28818556,21.35,Blockbuster,Profit
103,War of the Worlds,Action,2005-06-29,PG-13,Paramount,116,132000000,234280354,372556181,606836535,6.5,24661090,0,2005,6,474836535,359.72,Blockbuster,Major Success
104,Penguins of Madagascar,Adventure,2014-11-26,PG,20th Century Fox,92,132000000,83350911,284300000,367650911,6.7,8773780,0,2014,11,235650911,178.52,Blockbuster,Major Success
105,The Hunger Games: Catching Fire,Adventure,2013-11-22,PG-13,Lionsgate,146,130000000,424668047,440200000,864868047,7.6,44701900,0,2013,11,734868047,565.28,Blockbuster,Major Success
106,Ant-Man and the Wasp,Action,2018-07-06,PG-13,Walt Disney,109,130000000,216565229,400611590,617176819,7.0,22796340,0,2018,7,487176819,374.75,Blockbuster,Major Success
107,Kung Fu Panda,Adventure,2008-06-06,PG,Paramount,92,130000000,215434591,416475940,631910531,7.6,22677325,0,2008,6,501910531,386.09,Blockbuster,Major Success
108,Ant-Man,Action,2015-07-17,PG-13,Walt Disney,117,130000000,180202163,338657923,518860086,7.4,18968649,0,2015,7,388860086,299.12,Blockbuster,Major Success
109,Home,Adventure,2015-03-27,PG,20th Century Fox,94,130000000,177397510,208634484,386031994,6.7,18673422,0,2015,3,256031994,196.95,Blockbuster,Major Success
110,Puss in Boots,Adventure,2011-10-28,PG,Paramount,90,130000000,149260504,405726973,554987477,6.7,15711632,0,2011,10,424987477,326.91,Blockbuster,Major Success
111,Megamind,Adventure,2010-11-05,PG,Paramount,95,130000000,148415853,173471355,321887208,7.3,15622721,0,2010,11,191887208,147.61,Blockbuster,Major Success
112,Bad Boys II,Action,2003-07-18,R,Sony Pictures,147,130000000,138540870,134731112,273271982,6.6,14583249,0,2003,7,143271982,110.21,Blockbuster,Major Success
113,Rio 2,Adventure,2014-04-11,G,20th Century Fox,101,130000000,131538435,361307856,492846291,6.4,13846151,0,2014,4,362846291,279.11,Blockbuster,Major Success
114,Noah,Drama,2014-03-28,PG-13,Paramount,138,130000000,101200044,251631021,352831065,5.8,10652636,0,2014,3,222831065,171.41,Blockbuster,Major Success
115,The Adventures of Tintin,Adventure,2011-12-21,PG,Paramount,107,130000000,77591831,296402120,373993951,7.4,8167561,0,2011,12,243993951,187.69,Blockbuster,Major Success
116,After Earth,Action,2013-05-31,PG-13,Sony Pictures,100,130000000,60522097,190977568,251499665,4.9,6370747,0,2013,5,121499665,93.46,Blockbuster,Major Success
117,Australia,Drama,2008-11-26,PG-13,20th Century Fox,165,130000000,49554002,165526808,215080810,6.6,5216211,0,2008,11,85080810,65.45,Blockbuster,Major Success
118,R.I.P.D.,Action,2013-07-19,PG-13,Universal Pictures,96,130000000,33618855,45457823,79076678,5.6,3538827,0,2013,7,-50923322,-39.17,Blockbuster,Major Loss
119,Dinosaur,Adventure,2000-05-19,PG,Walt Disney,82,127500000,137748063,218400000,356148063,6.5,14499796,0,2000,5,228648063,179.33,Blockbuster,Major Success
120,Logan,Action,2017-03-03,R,20th Century Fox,109,127000000,226277068,389199897,615476965,8.1,23818639,0,2017,3,488476965,384.63,Blockbuster,Major Success
121,X-Men 2,Action,2003-05-02,PG-13,20th Century Fox,134,125000000,214949694,191925842,406875536,7.5,22626284,0,2003,5,281875536,225.5,Blockbuster,Major Success
122,Fast Five,Action,2011-04-29,PG-13,Universal Pictures,132,125000000,210031325,420132129,630163454,7.3,22108561,0,2011,4,505163454,404.13,Blockbuster,Major Success
123,Sherlock Holmes: A Game of Shadows,Action,2011-12-16,PG-13,Warner Bros,129,125000000,186848418,348815025,535663443,7.5,19668255,0,2011,12,410663443,328.53,Blockbuster,Major Success
124,The Day After Tomorrow,Adventure,2004-05-28,PG-13,20th Century Fox,124,125000000,186740799,369578651,556319450,6.4,19656926,0,2004,5,431319450,345.06,Blockbuster,Major Success
125,The Boss Baby,Adventure,2017-03-31,PG,20th Century Fox,97,125000000,175003033,335885324,510888357,,18421372,0,2017,3,385888357,308.71,Blockbuster,Major Success
126,Clash of the Titans,Action,2010-04-01,PG-13,Warner Bros,106,125000000,163214888,330000000,493214888,5.8,17180515,0,2010,4,368214888,294.57,Blockbuster,Major Success
127,Trolls,Adventure,2016-11-04,PG,20th Century Fox,97,125000000,153707064,190820361,344527425,,16179691,0,2016,11,219527425,175.62,Blockbuster,Major Success
128,Godzilla,Action,1998-05-19,PG-13,Sony Pictures,109,125000000,136314294,239685706,376000000,5.4,14348873,0,1998,5,251000000,200.8,Blockbuster,Major Success
129,Prometheus,Adventure,2012-06-08,R,20th Century Fox,124,125000000,126477084,275971181,402448265,7.0,13313377,0,2012,6,277448265,221.96,Blockbuster,Major Success
130,Batman & Robin,Action,1997-06-20,PG-13,Warner Bros,125,125000000,107325195,130992619,238317814,3.7,11297389,0,1997,6,113317814,90.65,Blockbuster,Major Success
131,Skyscraper,Action,2018-07-13,PG,Universal Pictures,109,125000000,67796355,236238260,304034615,,7136458,0,2018,7,179034615,143.23,Blockbuster,Major Success
132,Assassin’s Creed,Action,2016-12-21,PG-13,20th Century Fox,109,125000000,54647948,185850000,240497948,,5752416,0,2016,12,115497948,92.4,Blockbuster,Major Success
133,Monster Trucks,Adventure,2017-01-13,PG-13,Paramount,97,125000000,33370166,28272632,61642798,,3512649,0,2017,1,-63357202,-50.69,Blockbuster,Major Loss
134,The 13th Warrior,Action,1999-08-27,R,Walt Disney,102,125000000,32698899,29000000,61698899,6.6,3441989,0,1999,8,-63301101,-50.64,Blockbuster,Major Loss
135,How the Grinch Stole Christmas,Adventure,2000-11-17,PG,Universal Pictures,110,123000000,260044825,85096578,345141403,6.0,27373139,0,2000,11,222141403,180.6,Blockbuster,Major Success
136,Mission: Impossible 2,Action,2000-05-24,PG-13,Paramount,123,120000000,215409889,334178627,549588516,6.1,22674725,0,2000,5,429588516,357.99,Blockbuster,Major Success
137,The Perfect Storm,Drama,2000-06-30,PG-13,Warner Bros,130,120000000,182618434,146093000,328711434,6.4,19222993,0,2000,6,208711434,173.93,Blockbuster,Major Success
138,Jason Bourne,Action,2016-07-29,PG-13,Universal Pictures,123,120000000,162192920,254004139,416197059,7.1,17072939,0,2016,7,296197059,246.83,Blockbuster,Major Success
139,Life of Pi,Drama,2012-11-21,PG,20th Century Fox,127,120000000,124987022,482271612,607258634,8.0,13156529,0,2012,11,487258634,406.05,Blockbuster,Major Success
140,Ghost Rider,Action,2007-02-16,PG-13,Sony Pictures,123,120000000,115802596,113742993,229545589,5.2,12189747,0,2007,2,109545589,91.29,Blockbuster,Major Success
141,Charlie's Angels: Full Throttle,Action,2003-06-27,PG-13,Sony Pictures,107,120000000,100814328,126385672,227200000,4.8,10612035,0,2003,6,107200000,89.33,Blockbuster,Major Success
142,Rampage,Action,2018-04-13,PG-13,Warner Bros,80,120000000,99345950,325400000,424745950,6.3,10457468,0,2018,4,304745950,253.95,Blockbuster,Major Success
143,Elysium,Action,2013-08-09,R,Sony Pictures,109,120000000,93050117,193141974,286192091,6.6,9794749,0,2013,8,166192091,138.49,Blockbuster,Major Success
144,Power Rangers,Action,2017-03-24,PG-13,Lionsgate,109,120000000,85364450,57180907,142545357,,8985732,0,2017,3,22545357,18.79,Blockbuster,Profit
145,Stuart Little 2,Adventure,2002-07-19,PG,Sony Pictures,77,120000000,64956806,101043194,166000000,5.4,6837559,0,2002,7,46000000,38.33,Blockbuster,Profit
146,The Chronicles of Riddick,Adventure,2004-06-11,PG-13,Universal Pictures,134,120000000,57712751,49500000,107212751,6.7,6075026,0,2004,6,-12787249,-10.66,Blockbuster,Major Loss
147,Speed Racer,Action,2008-05-09,PG,Warner Bros,135,120000000,43945766,49448696,93394462,6.1,4625870,0,2008,5,-26605538,-22.17,Blockbuster,Major Loss
148,The Island,Action,2005-07-22,PG-13,DreamWorks,136,120000000,35818913,127200000,163018913,6.9,3770412,0,2005,7,43018913,35.85,Blockbuster,Profit
149,Knight and Day,Action,2010-06-23,PG-13,20th Century Fox,117,117000000,76423035,182328335,258751370,6.3,8044530,0,2010,6,141751370,121.16,Blockbuster,Major Success
150,Star Wars Ep. I: The Phantom Menace,Adventure,1999-05-19,PG,20th Century Fox,97,115000000,474544677,552500000,1027044677,6.5,49952071,0,1999,5,912044677,793.08,Blockbuster,Major Success
151,"Monsters, Inc.",Adventure,2001-11-02,G,Walt Disney,92,115000000,289423425,270334294,559757719,8.1,30465624,0,2001,11,444757719,386.75,Blockbuster,Major Success
152,The Wolverine,Action,2013-07-26,PG-13,20th Century Fox,138,115000000,132556852,283900000,416456852,6.7,13953353,0,2013,7,301456852,262.14,Blockbuster,Major Success
153,Dante's Peak,Drama,1997-02-07,PG-13,Universal Pictures,108,115000000,67163857,111036143,178200000,5.8,7069880,0,1997,2,63200000,54.96,Blockbuster,Major Success
154,The Huntsman: Winter’s War,Action,2016-04-22,PG-13,Universal Pictures,120,115000000,48003015,117146287,165149302,6.1,5052949,0,2016,4,50149302,43.61,Blockbuster,Major Success
155,Windtalkers,Action,2002-06-14,R,MGM,153,115000000,40914068,36714197,77628265,6.0,4306744,0,2002,6,-37371735,-32.5,Blockbuster,Major Loss
156,Gulliver's Travels,Adventure,2010-12-25,PG,20th Century Fox,85,112000000,42779261,189238587,232017848,4.9,4503080,0,2010,12,120017848,107.16,Blockbuster,Major Success
157,Ferdinand,Adventure,2017-12-15,PG,20th Century Fox,97,111000000,84410380,205456707,289867087,,8885303,0,2017,12,178867087,161.14,Blockbuster,Major Success
158,Deadpool 2,Action,2018-05-18,R,20th Century Fox,109,110000000,318491426,415318175,733809601,7.6,33525413,0,2018,5,623809601,567.1,Blockbuster,Major Success
159,Night at the Museum,Adventure,2006-12-22,PG,20th Century Fox,108,110000000,250863268,328583139,579446407,6.4,26406660,0,2006,12,469446407,426.77,Blockbuster,Major Success
160,Mr. and Mrs. Smith,Action,2005-06-10,PG-13,20th Century Fox,126,110000000,186336279,299787811,486124090,6.5,19614345,0,2005,6,376124090,341.93,Blockbuster,Major Success
161,San Andreas,Adventure,2015-05-29,PG-13,Warner Bros,114,110000000,155190832,302008448,457199280,6.1,16335877,0,2015,5,347199280,315.64,Blockbuster,Major Success
